eV	counts/s
85.13057	253
85.14357	377
85.15657	410
85.16957	373
85.18257	362
85.19557	369
85.20857	345
85.22157	387
85.23457	414
85.24757	443
85.26057	503
85.27357	415
85.28657	342
85.29957	375
85.31257	429
85.32557	517
85.33857	484
85.35157	499
85.36457	526
85.37757	485
85.39057	447
85.40357	461
85.41657	603
85.42957	593
85.44257	524
85.45557	551
85.46857	639
85.48157	471
85.49457	326
85.50757	511
85.52057	624
85.53357	540
85.54657	410
85.55957	464
85.57257	526
85.58557	614
85.59857	588
85.61157	598
85.62457	661
85.63757	668
85.65057	549
85.66357	626
85.67657	551
85.68957	586
85.70257	639
85.71557	650
85.72857	564
85.74157	619
85.75457	604
85.76757	554
85.78057	560
85.79357	609
85.80657	605
85.81957	532
85.83257	545
85.84557	463
85.85857	560
85.87157	553
85.88457	611
85.89757	477
85.91057	468
85.92357	480
85.93657	617
85.94957	531
85.96257	472
85.97557	574
85.98857	537
86.00157	374
86.01457	575
86.02757	366
86.04057	564
86.05357	498
86.06657	345
86.07957	349
86.09257	521
86.10557	310
86.11857	331
86.13157	377
86.14457	435
86.15757	398
86.17057	401
86.18357	260
86.19657	371
86.20957	205
86.22257	217
86.23557	277
86.24857	385
86.26157	359
86.27457	331
86.28757	330
86.30057	353
86.31357	363
86.32657	353
86.33957	246
86.35257	273
86.36557	323
86.37857	259
86.39157	159
86.40457	91
86.41757	90
86.43057	149
86.44357	172
86.45657	211
86.46957	171
86.48257	165
86.49557	173
86.50857	87
86.52157	51
86.53457	71
86.54757	164
86.56057	159
86.57357	75
86.58657	52
86.59957	154
86.61257	212
86.62557	169
86.63857	158
86.65157	130
86.66457	69
86.67757	90
86.69057	134
86.70357	126
86.71657	75
86.72957	81
86.74257	160
86.75557	77
86.76857	9
86.78157	108
86.79457	149
86.80757	84
86.82057	143
86.83357	168
86.84657	100
86.85957	31
86.87257	33
86.88557	120
86.89857	29
86.91157	96
86.92457	210
86.93757	83
86.95057	43
86.96357	25
86.97657	7
86.98957	46
87.00257	22
87.01557	13
87.02857	80
87.04157	25
87.05457	125
87.06757	55
87.08057	22
87.09357	55
87.10657	169
87.11957	20
87.13257	56
87.14557	-46
87.15857	28
87.17157	56
87.18457	-75
87.19757	-67
87.21057	55
87.22357	-102
87.23657	48
87.24957	149
87.26257	5
87.27557	15
87.28857	99
87.30157	97
87.31457	105
87.32757	49
87.34057	-12
87.35357	18
87.36657	58
87.37957	128
87.39257	-23
87.40557	15
87.41857	82
87.43157	67
87.44457	-5
87.45757	-7
87.47057	-36
87.48357	125
87.49657	6
87.50957	24
87.52257	28
87.53557	39
87.54857	-33
87.56157	26
87.57457	35
87.58757	141
87.60057	140
87.61357	82
87.62657	47
87.63957	1
87.65257	-22
87.66557	17
87.67857	-12
87.69157	-59
87.70457	7
87.71757	35
87.73057	37
87.74357	7
87.75657	-13
87.76957	0
87.78257	-24
87.79557	-11
87.80857	-6
87.82157	14
87.83457	36
87.84757	24
87.86057	23
87.87357	43
87.88657	76
87.89957	115
87.91257	45
87.92557	-36
87.93857	6
87.95157	-9
87.96457	0
87.97757	68
87.99057	64
88.00357	117
88.01657	96
88.02957	-35
88.04257	-4
88.05557	6
88.06857	-114
88.08157	-71
88.09457	24
88.10757	5
88.12057	-5
88.13357	-32
88.14657	25
88.15957	63
88.17257	-43
88.18557	-40
88.19857	-8
88.21157	9
88.22457	35
88.23757	43
88.25057	-4
88.26357	157
88.27657	3
88.28957	-85
88.30257	32
88.31557	84
88.32857	34
88.34157	-110
88.35457	-6
88.36757	50
88.38057	-15
88.39357	-7
88.40657	11
88.41957	-28
88.43257	-102
88.44557	39
88.45857	5
88.47157	-221
88.48457	73
88.49757	62
88.51057	87
88.52357	1
88.53657	-25
88.54957	-39
88.56257	20
88.57557	-35
88.58857	-22
88.60157	10
88.61457	-50
88.62757	30
88.64057	41
88.65357	-62
88.66657	91
88.67957	53
88.69257	25
88.70557	-113
88.71857	-56
88.73157	42
88.74457	22
88.75757	-119
88.77057	-137
88.78357	-12
88.79657	-11
88.80957	105
88.82257	93
88.83557	-2
88.84857	-26
88.86157	-83
88.87457	-64
88.88757	-196
88.90057	11
88.91357	-95
88.92657	33
88.93957	-70
88.95257	-74
88.96557	4
88.97857	-17
88.99157	-43
89.00457	-23
89.01757	21
89.03057	-91
89.04357	-166
89.05657	-82
89.06957	69
89.08257	-69
89.09557	-143
89.10857	-194
89.12157	-214
89.13457	-132
89.14757	-73
89.16057	-75
89.17357	-74
89.18657	-32
89.19957	-122
89.21257	-191
89.22557	-110
89.23857	-82
89.25157	-39
89.26457	-103
89.27757	-172
89.29057	-66
89.30357	-100
89.31657	-163
89.32957	-126
89.34257	-92
89.35557	-141
89.36857	-243
89.38157	-219
89.39457	-175
89.40757	-136
89.42057	-131
89.43357	-146
89.44657	-213
89.45957	-69
89.47257	-119
89.48557	-123
89.49857	-133
89.51157	-200
89.52457	-162
89.53757	-72
89.55057	-174
89.56357	-216
89.57657	-174
89.58957	-82
89.60257	-74
89.61557	-70
89.62857	59
89.64157	-46
89.65457	-28
89.66757	-79
89.68057	-104
89.69357	-193
89.70657	-12
89.71957	-110
89.73257	-119
89.74557	-187
89.75857	-150
89.77157	-76
89.78457	-44
89.79757	-74
89.81057	29
89.82357	-102
89.83657	33
89.84957	13
89.86257	-12
89.87557	65
89.88857	-51
89.90157	-36
89.91457	-141
89.92757	-58
89.94057	-125
89.95357	-106
89.96657	-64
89.97957	-47
89.99257	5
