eV	counts/s
34.93757	-18
34.95057	-11
34.96357	12
34.97657	62
34.98957	-2
35.00257	-8
35.01557	23
35.02857	17
35.04157	9
35.05457	-22
35.06757	-119
35.08057	55
35.09357	38
35.10657	-30
35.11957	-27
35.13257	47
35.14557	38
35.15857	-42
35.17157	-1
35.18457	-8
35.19757	-16
35.21057	22
35.22357	13
35.23657	-31
35.24957	-63
35.26257	-54
35.27557	-68
35.28857	-66
35.30157	12
35.31457	83
35.32757	39
35.34057	40
35.35357	77
35.36657	49
35.37957	67
35.39257	33
35.40557	6
35.41857	36
35.43157	103
35.44457	25
35.45757	-72
35.47057	-53
35.48357	-64
35.49657	-85
35.50957	-9
35.52257	29
35.53557	-5
35.54857	-8
35.56157	-18
35.57457	42
35.58757	72
35.60057	-10
35.61357	26
35.62657	23
35.63957	7
35.65257	112
35.66557	89
35.67857	71
35.69157	102
35.70457	101
35.71757	110
35.73057	80
35.74357	103
35.75657	28
35.76957	14
35.78257	92
35.79557	93
35.80857	89
35.82157	188
35.83457	128
35.84757	173
35.86057	86
35.87357	30
35.88657	51
35.89957	121
35.91257	83
35.92557	90
35.93857	72
35.95157	107
35.96457	112
35.97757	153
35.99057	88
36.00357	115
36.01657	207
36.02957	179
36.04257	99
36.05557	-48
36.06857	53
36.08157	74
36.09457	65
36.10757	175
36.12057	169
36.13357	121
36.14657	198
36.15957	106
36.17257	100
36.18557	138
36.19857	227
36.21157	209
36.22457	106
36.23757	135
36.25057	102
36.26357	126
36.27657	166
36.28957	116
36.30257	84
36.31557	114
36.32857	64
36.34157	148
36.35457	185
36.36757	59
36.38057	64
36.39357	51
36.40657	98
36.41957	83
36.43257	129
36.44557	99
36.45857	75
36.47157	63
36.48457	-31
36.49757	40
36.51057	133
36.52357	26
36.53657	60
36.54957	119
36.56257	82
36.57557	77
36.58857	54
36.60157	47
36.61457	30
36.62757	-32
36.64057	-66
36.65357	-52
36.66657	101
36.67957	76
36.69257	25
36.70557	-4
36.71857	-34
36.73157	5
36.74457	37
36.75757	77
36.77057	74
36.78357	52
36.79657	-3
36.80957	-44
36.82257	-50
36.83557	13
36.84857	38
36.86157	-46
36.87457	-6
36.88757	57
36.90057	42
36.91357	24
36.92657	16
36.93957	-16
36.95257	-56
36.96557	-9
36.97857	30
36.99157	79
37.00457	31
37.01757	-18
37.03057	-32
37.04357	50
37.05657	28
37.06957	-17
37.08257	-18
37.09557	-44
37.10857	76
37.12157	87
37.13457	53
37.14757	-19
37.16057	-7
37.17357	-126
37.18657	-36
37.19957	-3
37.21257	31
37.22557	21
37.23857	8
37.25157	34
37.26457	26
37.27757	-44
37.29057	-10
37.30357	-11
37.31657	-88
37.32957	26
37.34257	14
37.35557	-18
37.36857	13
37.38157	3
37.39457	-19
37.40757	80
37.42057	92
37.43357	18
37.44657	25
37.45957	-140
37.47257	-27
37.48557	95
37.49857	-22
37.51157	-28
37.52457	-35
37.53757	-24
37.55057	-40
37.56357	-87
37.57657	49
37.58957	-59
37.60257	15
37.61557	-42
37.62857	-78
37.64157	54
37.65457	-66
37.66757	-41
37.68057	-1
37.69357	45
37.70657	18
37.71957	94
37.73257	-20
37.74557	-11
37.75857	-22
37.77157	11
37.78457	7
37.79757	-25
37.81057	-94
37.82357	-81
37.83657	-43
37.84957	-49
37.86257	4
37.87557	39
37.88857	51
37.90157	-20
37.91457	16
37.92757	91
37.94057	56
37.95357	-18
37.96657	-32
37.97957	13
37.99257	94
38.00557	64
38.01857	-13
38.03157	-16
38.04457	-3
38.05757	-15
38.07057	-11
38.08357	47
38.09657	82
38.10957	5
38.12257	-44
38.13557	6
38.14857	29
38.16157	73
38.17457	133
38.18757	31
38.20057	-34
38.21357	37
38.22657	54
38.23957	19
38.25257	-36
38.26557	-18
38.27857	14
38.29157	31
38.30457	100
38.31757	74
38.33057	35
38.34357	55
38.35657	-6
38.36957	70
38.38257	123
38.39557	9
38.40857	-48
38.42157	32
38.43457	96
38.44757	66
38.46057	64
38.47357	-45
38.48657	67
38.49957	38
38.51257	4
38.52557	103
38.53857	71
38.55157	37
38.56457	-17
38.57757	10
38.59057	-31
38.60357	78
38.61657	165
38.62957	85
38.64257	8
38.65557	21
38.66857	9
38.68157	83
38.69457	46
38.70757	96
38.72057	113
38.73357	65
38.74657	132
38.75957	173
38.77257	117
38.78557	185
38.79857	164
38.81157	166
38.82457	201
38.83757	165
38.85057	283
38.86357	194
38.87657	164
38.88957	119
38.90257	132
38.91557	158
38.92857	110
38.94157	227
38.95457	70
38.96757	209
38.98057	221
38.99357	346
39.00657	328
39.01957	242
39.03257	339
39.04557	420
39.05857	291
39.07157	432
39.08457	434
39.09757	361
39.11057	424
39.12357	443
39.13657	382
39.14957	422
39.16257	457
39.17557	462
39.18857	611
39.20157	699
39.21457	646
39.22757	670
39.24057	777
39.25357	872
39.26657	903
39.27957	911
39.29257	985
39.30557	999
39.31857	1043
39.33157	1102
39.34457	1161
39.35757	1178
39.37057	1228
39.38357	1382
39.39657	1400
39.40957	1464
39.42257	1601
39.43557	1646
39.44857	1725
39.46157	1813
39.47457	1965
39.48757	2043
39.50057	2121
39.51357	2285
39.52657	2259
39.53957	2247
39.55257	2315
39.56557	2342
39.57857	2410
39.59157	2530
39.60457	2678
39.61757	2690
39.63057	2534
39.64357	2538
39.65657	2574
39.66957	2594
39.68257	2628
39.69557	2621
39.70857	2648
39.72157	2597
39.73457	2499
39.74757	2479
39.76057	2423
39.77357	2375
39.78657	2312
39.79957	2295
39.81257	2238
39.82557	2162
39.83857	2129
39.85157	1923
39.86457	1739
39.87757	1735
39.89057	1757
39.90357	1679
39.91657	1607
39.92957	1530
39.94257	1518
39.95557	1399
39.96857	1474
39.98157	1325
39.99457	1199
40.00757	1139
40.02057	1047
40.03357	1072
40.04657	884
40.05957	971
40.07257	928
40.08557	898
40.09857	798
40.11157	672
40.12457	667
40.13757	756
40.15057	752
40.16357	717
40.17657	642
40.18957	763
40.20257	606
40.21557	632
40.22857	546
40.24157	565
40.25457	480
40.26757	441
40.28057	445
40.29357	318
40.30657	416
40.31957	378
40.33257	316
40.34557	333
40.35857	236
40.37157	309
40.38457	230
40.39757	251
40.41057	301
40.42357	248
40.43657	298
40.44957	253
40.46257	261
40.47557	146
40.48857	125
40.50157	163
40.51457	167
40.52757	144
40.54057	137
40.55357	62
40.56657	169
40.57957	162
40.59257	46
40.60557	128
40.61857	89
40.63157	52
40.64457	20
40.65757	-9
40.67057	2
40.68357	22
40.69657	81
40.70957	75
40.72257	86
40.73557	105
40.74857	70
40.76157	44
40.77457	10
40.78757	-20
40.80057	-16
40.81357	-22
40.82657	6
40.83957	7
40.85257	-38
40.86557	-18
40.87857	-16
40.89157	34
40.90457	92
40.91757	59
40.93057	20
40.94357	17
40.95657	62
40.96957	33
40.98257	80
40.99557	58
41.00857	-10
41.02157	8
41.03457	-5
41.04757	-10
41.06057	62
41.07357	-17
41.08657	-134
41.09957	-42
41.11257	27
41.12557	0
41.13857	27
41.15157	-51
41.16457	-64
41.17757	-50
41.19057	-55
41.20357	-48
41.21657	-114
41.22957	-141
41.24257	-42
41.25557	-93
41.26857	-138
41.28157	9
41.29457	-61
41.30757	63
41.32057	-126
41.33357	-35
41.34657	41
41.35957	-91
41.37257	-171
41.38557	-54
41.39857	26
41.41157	-25
41.42457	-13
41.43757	-35
41.45057	-73
41.46357	27
41.47657	-1
41.48957	-69
41.50257	-26
41.51557	-132
41.52857	-120
41.54157	-21
41.55457	-67
41.56757	-67
41.58057	74
41.59357	39
41.60657	-84
41.61957	-34
41.63257	16
41.64557	-45
41.65857	-3
41.67157	-10
41.68457	25
41.69757	-1
41.71057	51
41.72357	-89
41.73657	1
41.74957	-51
41.76257	-71
41.77557	-20
41.78857	-61
41.80157	-68
41.81457	17
41.82757	43
41.84057	45
41.85357	19
41.86657	-29
41.87957	-73
41.89257	-131
41.90557	-85
41.91857	-80
41.93157	-40
41.94457	-1
41.95757	11
41.97057	41
41.98357	77
41.99657	40
42.00957	4
42.02257	-19
42.03557	-44
42.04857	-79
42.06157	-102
42.07457	-109
42.08757	-85
42.10057	-79
42.11357	-79
42.12657	-90
42.13957	-99
42.15257	-87
42.16557	-24
42.17857	63
42.19157	50
42.20457	63
42.21757	31
42.23057	41
42.24357	68
42.25657	8
42.26957	-1
42.28257	11
42.29557	92
42.30857	62
42.32157	-11
42.33457	44
42.34757	96
42.36057	114
42.37357	163
42.38657	95
42.39957	65
42.41257	57
42.42557	112
42.43857	104
42.45157	115
42.46457	64
42.47757	44
42.49057	11
42.50357	28
42.51657	62
42.52957	17
42.54257	60
42.55557	107
42.56857	126
42.58157	136
42.59457	100
42.60757	34
42.62057	41
42.63357	92
42.64657	109
42.65957	15
42.67257	75
42.68557	123
42.69857	68
42.71157	-24
42.72457	26
42.73757	47
42.75057	-10
42.76357	9
42.77657	-8
42.78957	-13
42.80257	66
42.81557	84
42.82857	45
42.84157	48
42.85457	27
42.86757	140
42.88057	-3
42.89357	100
42.90657	93
42.91957	133
42.93257	-19
42.94557	59
42.95857	50
42.97157	-17
42.98457	4
42.99757	-20
43.01057	38
43.02357	56
43.03657	22
43.04957	3
43.06257	-31
43.07557	15
43.08857	19
43.10157	-1
43.11457	-18
43.12757	-11
43.14057	34
43.15357	5
43.16657	53
43.17957	122
43.19257	64
43.20557	0
43.21857	-15
43.23157	20
43.24457	31
43.25757	-40
43.27057	-82
43.28357	-77
43.29657	-50
43.30957	1
43.32257	22
43.33557	14
43.34857	8
43.36157	-18
43.37457	-15
43.38757	-43
43.40057	-38
43.41357	52
43.42657	97
43.43957	70
43.45257	58
43.46557	88
43.47857	61
43.49157	34
43.50457	27
43.51757	11
43.53057	30
43.54357	-22
43.55657	-39
43.56957	-35
43.58257	-41
43.59557	79
43.60857	44
43.62157	-44
43.63457	-28
43.64757	69
43.66057	97
43.67357	58
43.68657	-11
43.69957	47
43.71257	53
43.72557	138
43.73857	43
43.75157	64
43.76457	115
43.77757	33
43.79057	22
43.80357	-6
43.81657	52
43.82957	97
43.84257	163
43.85557	140
43.86857	81
43.88157	80
43.89457	98
43.90757	145
43.92057	202
43.93357	184
43.94657	91
43.95957	121
43.97257	198
43.98557	89
43.99857	193
44.01157	220
44.02457	176
44.03757	227
44.05057	325
44.06357	430
44.07657	393
44.08957	256
44.10257	411
44.11557	304
44.12857	366
44.14157	429
44.15457	435
44.16757	430
44.18057	546
44.19357	697
44.20657	687
44.21957	633
44.23257	660
44.24557	802
44.25857	905
44.27157	1001
44.28457	1006
44.29757	1072
44.31057	1255
44.32357	1327
44.33657	1517
44.34957	1445
44.36257	1610
44.37557	1755
44.38857	2040
44.40157	2125
44.41457	2226
44.42757	2324
44.44057	2512
44.45357	2676
44.46657	2889
44.47957	3048
44.49257	3243
44.50557	3504
44.51857	3598
44.53157	3797
44.54457	3875
44.55757	3986
44.57057	4089
44.58357	4203
44.59657	4265
44.60957	4278
44.62257	4213
44.63557	4154
44.64857	4204
44.66157	4100
44.67457	3975
44.68757	3932
44.70057	3801
44.71357	3644
44.72657	3504
44.73957	3254
44.75257	3064
44.76557	2958
44.77857	2699
44.79157	2500
44.80457	2396
44.81757	2239
44.83057	2110
44.84357	1974
44.85657	1799
44.86957	1673
44.88257	1542
44.89557	1388
44.90857	1291
44.92157	1249
44.93457	1165
44.94757	1089
44.96057	1069
44.97357	991
44.98657	930
44.99957	923
45.01257	851
45.02557	821
45.03857	740
45.05157	655
45.06457	651
45.07757	705
45.09057	649
45.10357	585
45.11657	546
45.12957	576
45.14257	461
45.15557	467
45.16857	440
45.18157	434
45.19457	500
45.20757	478
45.22057	477
45.23357	419
45.24657	482
45.25957	391
45.27257	520
45.28557	483
45.29857	302
45.31157	406
45.32457	326
45.33757	331
45.35057	378
45.36357	413
45.37657	453
45.38957	482
45.40257	548
45.41557	333
45.42857	302
45.44157	439
45.45457	504
45.46757	394
45.48057	296
45.49357	460
45.50657	388
45.51957	540
45.53257	503
45.54557	602
45.55857	521
45.57157	474
45.58457	467
45.59757	547
45.61057	495
45.62357	482
45.63657	549
45.64957	553
45.66257	513
45.67557	599
45.68857	694
45.70157	672
45.71457	598
45.72757	637
45.74057	733
45.75357	738
45.76657	735
45.77957	820
45.79257	800
45.80557	875
45.81857	876
45.83157	901
45.84457	945
45.85757	988
45.87057	1076
45.88357	1104
45.89657	1124
45.90957	1142
45.92257	1180
45.93557	1279
45.94857	1350
45.96157	1407
45.97457	1468
45.98757	1597
46.00057	1720
46.01357	1668
46.02657	1646
46.03957	1801
46.05257	1993
46.06557	2172
46.07857	2250
46.09157	2230
46.10457	2347
46.11757	2524
46.13057	2639
46.14357	2735
46.15657	2806
46.16957	2997
46.18257	3093
46.19557	3053
46.20857	3100
46.22157	3136
46.23457	3328
46.24757	3399
46.26057	3467
46.27357	3512
46.28657	3536
46.29957	3441
46.31257	3527
46.32557	3505
46.33857	3548
46.35157	3455
46.36457	3365
46.37757	3360
46.39057	3347
46.40357	3185
46.41657	2949
46.42957	3089
46.44257	2909
46.45557	2771
46.46857	2760
46.48157	2604
46.49457	2535
46.50757	2408
46.52057	2230
46.53357	2159
46.54657	2172
46.55957	1947
46.57257	1767
46.58557	1863
46.59857	1737
46.61157	1711
46.62457	1540
46.63757	1435
46.65057	1337
46.66357	1314
46.67657	1319
46.68957	1326
46.70257	1087
46.71557	1069
46.72857	1033
46.74157	934
46.75457	990
46.76757	876
46.78057	938
46.79357	608
46.80657	615
46.81957	695
46.83257	641
46.84557	848
46.85857	674
46.87157	513
46.88457	476
46.89757	553
46.91057	533
46.92357	493
46.93657	448
46.94957	533
46.96257	439
46.97557	486
46.98857	500
47.00157	436
47.01457	433
47.02757	483
47.04057	492
47.05357	477
47.06657	490
47.07957	368
47.09257	443
47.10557	414
47.11857	425
47.13157	411
47.14457	397
47.15757	347
47.17057	348
47.18357	389
47.19657	315
47.20957	331
47.22257	319
47.23557	404
47.24857	399
47.26157	351
47.27457	352
47.28757	346
47.30057	358
47.31357	291
47.32657	294
47.33957	322
47.35257	294
47.36557	319
47.37857	261
47.39157	234
47.40457	286
47.41757	292
47.43057	271
47.44357	253
47.45657	312
47.46957	270
47.48257	218
47.49557	169
47.50857	131
47.52157	126
47.53457	90
47.54757	183
47.56057	211
47.57357	89
47.58657	155
47.59957	213
47.61257	189
47.62557	129
47.63857	92
47.65157	166
47.66457	162
47.67757	119
47.69057	5
47.70357	136
47.71657	174
47.72957	177
47.74257	93
47.75557	83
47.76857	129
47.78157	148
47.79457	99
47.80757	42
47.82057	34
47.83357	140
47.84657	120
47.85957	134
47.87257	136
47.88557	135
47.89857	152
47.91157	153
47.92457	169
47.93757	198
47.95057	285
47.96357	127
47.97657	220
47.98957	146
48.00257	267
48.01557	235
48.02857	187
48.04157	247
48.05457	200
48.06757	261
48.08057	326
48.09357	231
48.10657	362
48.11957	361
48.13257	356
48.14557	307
48.15857	396
48.17157	319
48.18457	359
48.19757	297
48.21057	443
48.22357	450
48.23657	492
48.24957	505
48.26257	438
48.27557	460
48.28857	562
48.30157	684
48.31457	626
48.32757	634
48.34057	664
48.35357	763
48.36657	613
48.37957	700
48.39257	651
48.40557	682
48.41857	764
48.43157	822
48.44457	851
48.45757	837
48.47057	852
48.48357	930
48.49657	978
48.50957	979
48.52257	968
48.53557	1067
48.54857	1026
48.56157	947
48.57457	992
48.58757	1029
48.60057	1037
48.61357	1019
48.62657	1086
48.63957	1203
48.65257	1229
48.66557	1279
48.67857	1306
48.69157	1242
48.70457	1246
48.71757	1243
48.73057	1242
48.74357	1294
48.75657	1336
48.76957	1411
48.78257	1422
48.79557	1410
48.80857	1250
48.82157	1180
48.83457	1228
48.84757	1199
48.86057	1283
48.87357	1349
48.88657	1261
48.89957	1190
48.91257	1324
48.92557	1422
48.93857	1249
48.95157	1219
48.96457	1284
48.97757	1274
48.99057	1234
49.00357	1162
49.01657	1296
49.02957	1180
49.04257	1132
49.05557	1139
49.06857	1203
49.08157	1161
49.09457	1165
49.10757	1038
49.12057	1072
49.13357	1049
49.14657	937
49.15957	984
49.17257	975
49.18557	913
49.19857	955
49.21157	967
49.22457	931
49.23757	813
49.25057	776
49.26357	786
49.27657	683
49.28957	748
49.30257	592
49.31557	722
49.32857	659
49.34157	556
49.35457	527
49.36757	672
49.38057	481
49.39357	615
49.40657	504
49.41957	534
49.43257	532
49.44557	522
49.45857	447
49.47157	424
49.48457	479
49.49757	376
49.51057	451
49.52357	346
49.53657	412
49.54957	272
49.56257	340
49.57557	404
49.58857	332
49.60157	255
49.61457	290
49.62757	305
49.64057	195
49.65357	136
49.66657	255
49.67957	326
49.69257	256
49.70557	270
49.71857	303
49.73157	335
49.74457	323
49.75757	245
49.77057	165
49.78357	172
49.79657	105
49.80957	89
49.82257	199
49.83557	200
49.84857	164
49.86157	172
49.87457	205
49.88757	257
49.90057	206
49.91357	181
49.92657	266
49.93957	223
49.95257	218
49.96557	223
49.97857	189
49.99157	238
50.00457	183
50.01757	83
50.03057	126
50.04357	153
50.05657	159
50.06957	243
50.08257	122
50.09557	74
50.10857	164
50.12157	158
50.13457	188
50.14757	94
50.16057	193
50.17357	243
50.18657	155
50.19957	163
50.21257	150
50.22557	153
50.23857	53
50.25157	8
50.26457	129
50.27757	136
50.29057	82
50.30357	71
50.31657	82
50.32957	130
50.34257	40
50.35557	82
50.36857	48
50.38157	-7
50.39457	141
50.40757	142
50.42057	30
50.43357	133
50.44657	88
50.45957	-8
50.47257	31
50.48557	-100
50.49857	5
50.51157	29
50.52457	127
50.53757	-10
50.55057	-8
50.56357	64
50.57657	147
50.58957	162
50.60257	18
50.61557	41
50.62857	16
50.64157	76
50.65457	-29
50.66757	70
50.68057	1
50.69357	-80
50.70657	62
50.71957	59
50.73257	-12
50.74557	89
50.75857	151
50.77157	165
50.78457	-61
50.79757	-56
50.81057	2
50.82357	10
50.83657	-110
50.84957	129
50.86257	135
50.87557	1
50.88857	-6
50.90157	26
50.91457	-46
50.92757	-9
50.94057	-6
50.95357	-45
50.96657	63
50.97957	24
50.99257	38
51.00557	30
51.01857	66
51.03157	100
51.04457	94
51.05757	66
51.07057	60
51.08357	54
51.09657	146
51.10957	99
51.12257	83
51.13557	138
51.14857	102
51.16157	38
51.17457	45
51.18757	49
51.20057	90
51.21357	89
51.22657	84
51.23957	130
51.25257	135
51.26557	165
51.27857	159
51.29157	141
51.30457	193
51.31757	279
51.33057	326
51.34357	304
51.35657	264
51.36957	207
51.38257	181
51.39557	169
51.40857	209
51.42157	235
51.43457	289
51.44757	354
51.46057	298
51.47357	335
51.48657	426
51.49957	428
51.51257	477
51.52557	537
51.53857	515
51.55157	540
51.56457	500
51.57757	600
51.59057	725
51.60357	670
51.61657	790
51.62957	784
51.64257	819
51.65557	757
51.66857	803
51.68157	852
51.69457	991
51.70757	996
51.72057	1042
51.73357	1048
51.74657	1194
51.75957	1257
51.77257	1281
51.78557	1443
51.79857	1535
51.81157	1575
51.82457	1648
51.83757	1457
51.85057	1684
51.86357	1813
51.87657	1685
51.88957	1965
51.90257	2141
51.91557	1853
51.92857	1966
51.94157	2073
51.95457	2135
51.96757	2157
51.98057	2275
51.99357	2171
52.00657	2252
52.01957	2215
52.03257	2217
52.04557	2413
52.05857	2315
52.07157	2219
52.08457	2335
52.09757	2263
52.11057	2275
52.12357	2248
52.13657	2360
52.14957	2299
52.16257	2331
52.17557	2355
52.18857	2432
52.20157	2364
52.21457	2228
52.22757	2279
52.24057	2236
52.25357	2202
52.26657	2216
52.27957	2119
52.29257	1968
52.30557	2016
52.31857	2099
52.33157	1949
52.34457	1762
52.35757	1657
52.37057	1726
52.38357	1724
52.39657	1529
52.40957	1502
52.42257	1542
52.43557	1458
52.44857	1329
52.46157	1364
52.47457	1204
52.48757	1101
52.50057	1110
52.51357	1037
52.52657	961
52.53957	876
52.55257	844
52.56557	862
52.57857	801
52.59157	701
52.60457	694
52.61757	658
52.63057	548
52.64357	507
52.65657	541
52.66957	531
52.68257	470
52.69557	440
52.70857	409
52.72157	385
52.73457	287
52.74757	304
52.76057	342
52.77357	332
52.78657	277
52.79957	193
52.81257	235
52.82557	247
52.83857	166
52.85157	207
52.86457	244
52.87757	145
52.89057	197
52.90357	109
52.91657	149
52.92957	96
52.94257	180
52.95557	25
52.96857	99
52.98157	241
52.99457	76
53.00757	59
53.02057	28
53.03357	48
53.04657	121
53.05957	64
53.07257	104
53.08557	-83
53.09857	61
53.11157	39
53.12457	9
53.13757	176
53.15057	99
53.16357	9
53.17657	45
53.18957	127
53.20257	75
53.21557	9
53.22857	-20
53.24157	31
53.25457	76
53.26757	116
53.28057	86
53.29357	92
53.30657	-37
53.31957	257
53.33257	102
53.34557	-12
53.35857	94
53.37157	131
53.38457	79
53.39757	24
53.41057	-11
53.42357	157
53.43657	150
53.44957	131
53.46257	73
53.47557	181
53.48857	185
53.50157	261
53.51457	172
53.52757	64
53.54057	75
53.55357	134
53.56657	264
53.57957	216
53.59257	241
53.60557	197
53.61857	149
53.63157	159
53.64457	195
53.65757	155
53.67057	143
53.68357	175
53.69657	142
53.70957	172
53.72257	208
53.73557	177
53.74857	171
53.76157	282
53.77457	326
53.78757	294
53.80057	363
53.81357	310
53.82657	265
53.83957	341
53.85257	368
53.86557	332
53.87857	321
53.89157	346
53.90457	366
53.91757	394
53.93057	408
53.94357	382
53.95657	362
53.96957	399
53.98257	408
53.99557	355
54.00857	336
54.02157	339
54.03457	396
54.04757	467
54.06057	485
54.07357	405
54.08657	398
54.09957	448
54.11257	473
54.12557	413
54.13857	323
54.15157	379
54.16457	384
54.17757	344
54.19057	365
54.20357	530
54.21657	452
54.22957	447
54.24257	382
54.25557	345
54.26857	429
54.28157	415
54.29457	385
54.30757	407
54.32057	307
54.33357	397
54.34657	483
54.35957	494
54.37257	432
54.38557	365
54.39857	390
54.41157	409
54.42457	463
54.43757	516
54.45057	466
54.46357	582
54.47657	478
54.48957	656
54.50257	594
54.51557	661
54.52857	635
54.54157	609
54.55457	672
54.56757	777
54.58057	684
54.59357	667
54.60657	653
54.61957	835
54.63257	971
54.64557	857
54.65857	799
54.67157	738
54.68457	862
54.69757	940
54.71057	974
54.72357	1139
54.73657	1078
54.74957	1077
54.76257	1071
54.77557	1139
54.78857	1062
54.80157	1199
54.81457	1304
54.82757	1173
54.84057	1251
54.85357	1342
54.86657	1394
54.87957	1372
54.89257	1489
54.90557	1417
54.91857	1382
54.93157	1372
54.94457	1387
54.95757	1556
54.97057	1553
54.98357	1573
54.99657	1616
55.00957	1493
55.02257	1491
55.03557	1565
55.04857	1644
55.06157	1616
55.07457	1525
55.08757	1538
55.10057	1588
55.11357	1621
55.12657	1626
55.13957	1710
55.15257	1652
55.16557	1534
55.17857	1654
55.19157	1675
55.20457	1617
55.21757	1675
55.23057	1669
55.24357	1639
55.25657	1801
55.26957	1867
55.28257	1831
55.29557	1871
55.30857	1753
55.32157	1820
55.33457	1887
55.34757	1839
55.36057	1882
55.37357	1968
55.38657	1978
55.39957	1939
55.41257	2005
55.42557	2114
55.43857	2124
55.45157	2043
55.46457	2032
55.47757	2038
55.49057	2295
55.50357	2229
55.51657	2199
55.52957	2156
55.54257	2358
55.55557	2299
55.56857	2344
55.58157	2410
55.59457	2362
55.60757	2399
55.62057	2459
55.63357	2322
55.64657	2392
55.65957	2305
55.67257	2306
55.68557	2371
55.69857	2234
55.71157	2205
55.72457	2128
55.73757	2155
55.75057	2086
55.76357	2076
55.77657	1909
55.78957	1939
55.80257	1800
55.81557	1788
55.82857	1906
55.84157	1746
55.85457	1925
55.86757	1803
55.88057	1581
55.89357	1621
55.90657	1664
55.91957	1756
55.93257	1579
55.94557	1613
55.95857	1600
55.97157	1511
55.98457	1632
55.99757	1656
56.01057	1674
56.02357	1606
56.03657	1670
56.04957	1481
56.06257	1523
56.07557	1510
56.08857	1379
56.10157	1463
56.11457	1548
56.12757	1555
56.14057	1493
56.15357	1589
56.16657	1494
56.17957	1424
56.19257	1464
56.20557	1411
56.21857	1464
56.23157	1433
56.24457	1404
56.25757	1308
56.27057	1338
56.28357	1411
56.29657	1378
56.30957	1240
56.32257	1209
56.33557	1189
56.34857	1080
56.36157	1149
56.37457	1051
56.38757	991
56.40057	924
56.41357	894
56.42657	880
56.43957	780
56.45257	675
56.46557	678
56.47857	798
56.49157	703
56.50457	580
56.51757	585
56.53057	582
56.54357	618
56.55657	595
56.56957	554
56.58257	547
56.59557	540
56.60857	493
56.62157	449
56.63457	460
56.64757	489
56.66057	520
56.67357	422
56.68657	366
56.69957	434
56.71257	418
56.72557	351
56.73857	367
56.75157	409
56.76457	269
56.77757	226
56.79057	265
56.80357	297
56.81657	431
56.82957	304
56.84257	129
56.85557	273
56.86857	286
56.88157	276
56.89457	273
56.90757	245
56.92057	273
56.93357	303
56.94657	275
56.95957	248
56.97257	244
56.98557	194
56.99857	232
57.01157	221
57.02457	158
57.03757	183
57.05057	76
57.06357	-17
57.07657	142
57.08957	121
57.10257	138
57.11557	223
57.12857	227
57.14157	258
57.15457	211
57.16757	103
57.18057	228
57.19357	202
57.20657	213
57.21957	129
57.23257	219
57.24557	174
57.25857	241
57.27157	191
57.28457	319
57.29757	73
57.31057	132
57.32357	128
57.33657	138
57.34957	180
57.36257	144
57.37557	166
57.38857	215
57.40157	227
57.41457	200
57.42757	213
57.44057	187
57.45357	140
57.46657	213
57.47957	299
57.49257	219
57.50557	142
57.51857	124
57.53157	225
57.54457	126
57.55757	234
57.57057	160
57.58357	120
57.59657	234
57.60957	202
57.62257	134
57.63557	234
57.64857	279
57.66157	238
57.67457	313
57.68757	186
57.70057	111
57.71357	216
57.72657	221
57.73957	195
57.75257	162
57.76557	177
57.77857	218
57.79157	234
57.80457	304
57.81757	204
57.83057	146
57.84357	245
57.85657	247
57.86957	246
57.88257	198
57.89557	171
57.90857	196
57.92157	134
57.93457	66
57.94757	75
57.96057	125
57.97357	150
57.98657	168
57.99957	81
58.01257	149
58.02557	166
58.03857	168
58.05157	175
58.06457	125
58.07757	102
58.09057	64
58.10357	161
58.11657	144
58.12957	75
58.14257	124
58.15557	212
58.16857	117
58.18157	62
58.19457	96
58.20757	135
58.22057	152
58.23357	99
58.24657	160
58.25957	184
58.27257	112
58.28557	49
58.29857	17
58.31157	-2
58.32457	101
58.33757	143
58.35057	10
58.36357	-50
58.37657	4
58.38957	-29
58.40257	-66
58.41557	10
58.42857	20
58.44157	-6
58.45457	-1
58.46757	19
58.48057	42
58.49357	13
58.50657	-2
58.51957	72
58.53257	60
58.54557	-46
58.55857	-4
58.57157	-42
58.58457	95
58.59757	58
58.61057	-123
58.62357	86
58.63657	-56
58.64957	-39
58.66257	51
58.67557	40
58.68857	160
58.70157	122
58.71457	119
58.72757	60
58.74057	14
58.75357	-74
58.76657	-92
58.77957	7
58.79257	-21
58.80557	-40
58.81857	-19
58.83157	-35
58.84457	-32
58.85757	-18
58.87057	18
58.88357	91
58.89657	103
58.90957	0
58.92257	-56
58.93557	-12
58.94857	-2
58.96157	20
58.97457	54
58.98757	34
59.00057	-54
59.01357	-99
59.02657	-65
59.03957	17
59.05257	59
59.06557	33
59.07857	47
59.09157	50
59.10457	30
59.11757	-11
59.13057	-32
59.14357	-1
59.15657	16
59.16957	43
59.18257	56
59.19557	-27
59.20857	-5
59.22157	79
59.23457	29
59.24757	63
59.26057	118
59.27357	120
59.28657	68
59.29957	32
59.31257	-110
59.32557	-69
59.33857	85
59.35157	78
59.36457	55
59.37757	57
59.39057	69
59.40357	50
59.41657	-22
59.42957	22
59.44257	-63
59.45557	21
59.46857	24
59.48157	66
59.49457	46
59.50757	15
59.52057	31
59.53357	74
59.54657	-30
59.55957	23
59.57257	30
59.58557	38
59.59857	11
59.61157	-23
59.62457	65
59.63757	60
59.65057	-2
