x,y
13.48059736,0.747004869
13.51673837,0.749058583
13.55287938,0.751604441
13.5890204,0.753598973
13.62516141,0.756123027
13.66130242,0.758712492
13.69744343,0.761260426
13.73358444,0.763394088
13.76972545,0.765651304
13.80586647,0.767482827
13.84200748,0.769780536
13.87814849,0.772319126
13.9142895,0.774723778
13.95043051,0.776777491
13.98657152,0.778699344
14.02271254,0.780626388
14.05885355,0.782644801
14.09499456,0.784766003
14.13113557,0.786734578
14.16727658,0.788675119
14.20341759,0.79055025
14.23955861,0.79236516
14.27569962,0.794462481
14.31184063,0.796202635
14.34798164,0.798185746
14.38412265,0.799946666
14.42026366,0.801628676
14.45640468,0.803306533
14.49254569,0.804954281
14.5286867,0.806703779
14.56482771,0.808374369
14.60096872,0.810133211
14.63710973,0.811783035
14.67325075,0.813665433
14.70939176,0.815299683
14.74553277,0.816967157
14.78167378,0.818724962
14.81781479,0.82023358
14.8539558,0.821979964
14.89009682,0.824072094
14.92623783,0.825417702
14.96237884,0.82693255
14.99851985,0.828637403
15.03466086,0.830587289
15.07080187,0.832350285
15.10694289,0.833466434
15.1430839,0.834747669
15.17922491,0.836421373
15.21536592,0.837687034
15.25150693,0.839120896
15.28764794,0.840837169
15.32378896,0.84160861
15.35992997,0.84382118
15.39607098,0.845534339
15.43221199,0.847081373
15.468353,0.84821725
15.50449401,0.849632423
15.54063503,0.851357002
15.57677604,0.852561405
15.61291705,0.853621487
15.64905806,0.855135296
15.68519907,0.856777852
15.72134008,0.857765254
15.7574811,0.859651806
15.79362211,0.860422208
15.82976312,0.861584041
15.86590413,0.86294107
15.90204514,0.863949238
15.93818615,0.865234627
15.97432717,0.866502364
16.01046818,0.867616436
16.04660919,0.868901825
16.0827502,0.869827969
16.11889121,0.870670012
16.15503222,0.871567084
16.19117324,0.872755913
16.22731425,0.873976928
16.26345526,0.874725526
16.29959627,0.875707737
16.33573728,0.877009738
16.3718783,0.878230753
16.40801931,0.879057222
16.44416032,0.879988557
16.48030133,0.881591659
16.51644234,0.881956094
16.55258335,0.883328698
16.58872437,0.883951665
16.62486538,0.885061584
16.66100639,0.885900512
16.6971474,0.886896221
16.73328841,0.887695695
16.76942942,0.888564734
16.80557044,0.889375629
16.84171145,0.890111768
16.87785246,0.890880094
16.91399347,0.891801046
16.95013448,0.892819597
16.98627549,0.893445679
17.02241651,0.89412056
17.05855752,0.894896153
17.09469853,0.895792187
17.13083954,0.896416192
17.16698055,0.896988284
17.20312156,0.897949729
17.23926258,0.898990084
17.27540359,0.899987869
17.3115446,0.900625371
17.34768561,0.901793434
17.38382662,0.902401865
17.41996763,0.903494134
17.45610865,0.904391206
17.49224966,0.904865699
17.52839067,0.906159393
17.56453168,0.907170676
17.60067269,0.907824791
17.6368137,0.908549509
17.67295472,0.90951407
17.70909573,0.910459941
17.74523674,0.910989463
17.78137775,0.912072387
17.81751876,0.912457588
17.85365977,0.913060827
17.88980079,0.913911177
17.9259418,0.914846666
17.96208281,0.915458211
17.99822382,0.916085331
18.03436483,0.916600317
18.07050584,0.917202518
18.10664686,0.918010299
18.14278787,0.918321782
18.17892888,0.919231314
18.21506989,0.920323582
18.2512109,0.920468941
18.28735191,0.921244535
18.32349293,0.921729411
18.35963394,0.922443746
18.39577495,0.92306256
18.43191596,0.923690718
18.46805697,0.924569101
18.50419798,0.925080972
18.540339,0.925892906
18.57648001,0.926142092
18.61262102,0.927188677
18.64876203,0.927736887
18.68490304,0.928539476
18.72104405,0.928482371
18.75718507,0.929319223
18.79332608,0.929999295
18.82946709,0.930277554
18.8656081,0.930652372
18.90174911,0.931392664
18.93789012,0.931942952
18.97403114,0.932229516
19.01017215,0.932479741
19.04631316,0.933344627
19.08245417,0.933697642
19.11859518,0.934202245
19.1547362,0.934829365
19.19087721,0.935098279
19.22701822,0.93563403
19.26315923,0.935757585
19.29930024,0.936709686
19.33544125,0.93735861
19.37158227,0.937507084
19.40772328,0.938167428
19.44386429,0.938648151
19.4800053,0.938561974
19.51614631,0.938997013
19.55228732,0.939387405
19.58842834,0.939975071
19.62456935,0.940083051
19.66071036,0.940694597
19.69685137,0.941001928
19.73299238,0.941263574
19.76913339,0.941657081
19.80527441,0.941710033
19.84141542,0.942479397
19.87755643,0.942624756
19.91369744,0.943015149
19.94983845,0.943351551
19.98597946,0.943733637
20.02212048,0.944054465
20.05826149,0.944299499
20.0944025,0.944434475
20.13054351,0.944851862
20.16668452,0.945233949
20.20282553,0.945230834
20.23896655,0.945608767
20.27510756,0.946247308
20.31124857,0.946762294
20.34738958,0.947420562
20.38353059,0.948078831
20.4196716,0.948130744
20.45581262,0.94867584
20.49195363,0.949208477
20.52809464,0.949730731
20.56423565,0.950721248
20.60037666,0.951039999
20.63651767,0.951829091
20.67265869,0.952458287
20.7087997,0.952876713
20.74494071,0.953674111
20.78108172,0.954497465
20.81722273,0.955093437
20.85336374,0.955491097
20.88950476,0.956088107
20.92564577,0.957107696
20.96178678,0.957116003
20.99792779,0.957730663
21.0340688,0.958494836
21.07020981,0.958900802
21.10635083,0.959353492
21.14249184,0.959706506
21.17863285,0.960195535
21.21477386,0.960490406
21.25091487,0.961325182
21.28705588,0.961607593
21.3231969,0.961842244
21.35933791,0.962367613
21.39547892,0.962941781
21.43161993,0.963339441
21.46776094,0.963812896
21.50390195,0.964095307
21.54004297,0.964802375
21.57618398,0.965374466
21.61232499,0.965289327
21.648466,0.965765897
21.68460701,0.966250773
21.72074802,0.966874778
21.75688904,0.967328505
21.79303005,0.967526816
21.82917106,0.967647257
21.86531207,0.967942128
21.90145308,0.968132132
21.9375941,0.96851318
21.97373511,0.96896587
22.00987612,0.968808051
22.04601713,0.969054123
22.08215814,0.9694902
22.11829915,0.969187023
22.15444017,0.969579492
22.19058118,0.969736272
22.22672219,0.96964698
22.2628632,0.969652171
22.29900421,0.969671899
22.33514522,0.969816219
22.37128624,0.969672937
22.40742725,0.969733157
22.44356826,0.969634521
22.47970927,0.969625176
22.51585028,0.970019722
22.55199129,0.970272023
22.58813231,0.970278253
22.62427332,0.970201421
22.66041433,0.970208688
22.69655534,0.97026787
22.73269635,0.970443339
22.76883736,0.970653071
22.80497838,0.970782856
22.84111939,0.970436071
22.8772604,0.970609464
22.91340141,0.970741325
22.94954242,0.970987397
22.98568343,0.970857612
23.02182445,0.971327952
23.05796546,0.971562603
23.09410647,0.971591675
23.13024748,0.972394264
23.16638849,0.972536508
23.2025295,0.973060838
23.23867052,0.973485494
23.27481153,0.973752331
23.31095254,0.974121958
23.34709355,0.974718968
23.38323456,0.974640059
23.41937557,0.975353356
23.45551659,0.975836155
23.4916576,0.976035505
23.52779861,0.976991759
23.56393962,0.97715373
23.60008063,0.977427836
23.63622164,0.97735308
23.67236266,0.978398626
23.70850367,0.978972793
23.74464468,0.978926071
23.78078569,0.979563574
23.8169267,0.97972243
23.85306771,0.980339167
23.88920873,0.980672454
23.92534974,0.980949675
23.96149075,0.981059732
23.99763176,0.981839479
24.03377277,0.982048173
24.06991378,0.982596384
24.1060548,0.982760432
24.14219581,0.983557829
24.17833682,0.983647121
24.21447783,0.983971064
24.25061884,0.984573265
24.28675985,0.984536925
24.32290087,0.985153662
24.35904188,0.985516021
24.39518289,0.985814007
24.4313239,0.985873189
24.46746491,0.986164945
24.50360593,0.986663319
24.53974694,0.986690314
24.57588795,0.987111855
24.61202896,0.987450333
24.64816997,0.988012042
24.68431098,0.987865645
24.720452,0.988337023
24.75659301,0.988280956
24.79273402,0.988719109
24.82887503,0.989232019
24.86501604,0.989311966
24.90115705,0.989353497
24.93729807,0.989684708
24.97343908,0.989837335
25.00958009,0.989921435
25.0457211,0.990309751
25.08186211,0.990469646
25.11800312,0.991102996
25.15414414,0.990902608
25.19028515,0.991115455
25.22642616,0.991399943
25.26256717,0.991438359
25.29870818,0.991639785
25.33484919,0.991832905
25.37099021,0.991730115
25.40713122,0.992210838
25.44327223,0.992544125
25.47941324,0.992679102
25.51555425,0.992708173
25.55169526,0.992537896
25.58783628,0.993222121
25.62397729,0.993167092
25.6601183,0.993471308
25.69625931,0.99389804
25.73240032,0.993802518
25.76854133,0.993838858
25.80468235,0.993808748
25.84082336,0.993847164
25.87696437,0.993948916
25.91310538,0.994136844
25.94924639,0.994172145
25.9853874,0.993907385
26.02152842,0.994336193
26.05766943,0.994789921
26.09381044,0.994969543
26.12995145,0.995169931
26.16609246,0.995007959
26.20223347,0.99474839
26.23837449,0.994731777
26.2745155,0.995467916
26.31065651,0.9957794
26.34679752,0.995523983
26.38293853,0.99555617
26.41907954,0.995709835
26.45522056,0.995715027
26.49136157,0.995263376
26.52750258,0.99551983
26.56364359,0.995707759
26.5997846,0.996167716
26.63592561,0.996174984
26.67206663,0.996004706
26.70820764,0.996508271
26.74434865,0.996242472
26.78048966,0.996429362
26.81663067,0.996295424
26.85277168,0.996369142
26.8889127,0.99659341
26.92505371,0.996459472
26.96119472,0.996547726
26.99733573,0.997031563
27.03347674,0.996915276
27.06961775,0.997172769
27.10575877,0.996935003
27.14189978,0.997029487
27.17804079,0.996586142
27.2141818,0.996873745
27.25032281,0.997223645
27.28646383,0.997056482
27.32260484,0.996940195
27.35874585,0.996819754
27.39488686,0.997161348
27.43102787,0.997082439
27.46716888,0.997565238
27.5033099,0.997889181
27.53945091,0.997797812
27.57559192,0.997824808
27.61173293,0.997210147
27.64787394,0.997719941
27.68401495,0.998015851
27.72015597,0.997740707
27.75629698,0.997722018
27.79243799,0.997675295
27.828579,0.99799197
27.86472001,0.997977434
27.90086102,0.998212085
27.93700204,0.998006506
27.97314305,0.998037655
28.00928406,0.998323181
28.04542507,0.998093722
28.08156608,0.997815463
28.11770709,0.998388592
28.15384811,0.998363674
28.18998912,0.99836575
28.22613013,0.998352253
28.26227114,0.998358482
28.29841215,0.998316951
28.33455316,0.99837198
28.37069418,0.998351214
28.40683519,0.998414549
28.4429762,0.998293071
28.47911721,0.998049076
28.51525822,0.998234927
28.55139923,0.998768602
28.58754025,0.998965875
28.62368126,0.998855818
28.65982227,0.998299301
28.69596328,0.998293071
28.73210429,0.998630511
28.7682453,0.998799751
28.80438632,0.998732263
28.84052733,0.999014674
28.87666834,0.998660621
28.91280935,0.998699038
28.94895036,0.998431162
28.98509137,0.999006368
29.02123239,0.998757181
29.0573734,0.998513186
29.09351441,0.998569253
29.12965542,0.9990832
29.16579643,0.999026095
29.20193744,0.999326158
29.23807846,0.999200526
29.27421947,0.99875199
29.31036048,0.999111234
29.34650149,0.998742645
29.3826425,0.998855818
29.41878351,0.998944071
29.45492453,0.998731224
29.49106554,0.999110196
29.52720655,0.998947186
29.56334756,0.999352115
29.59948857,0.999115387
29.63562958,0.998981449
29.6717706,0.998928497
29.70791161,0.99924621
29.74405262,0.999178722
29.78019363,0.999295009
29.81633464,0.998980411
29.85247565,0.999191181
29.88861667,0.999066588
29.92475768,0.998899425
29.96089869,0.999091507
29.9970397,0.998813248
30.03318071,0.999224406
30.06932173,0.998820516
30.10546274,0.99928878
30.14160375,0.999236866
30.17774476,0.999361459
30.21388577,0.99947567
30.25002678,0.999530698
30.2861678,0.999427909
30.32230881,0.999132
30.35844982,0.999300201
30.39459083,0.999195335
30.43073184,0.999630373
30.46687285,0.999550426
30.50301387,1
30.53915488,1
30.57529589,1
30.6114369,1
30.64757791,1
30.68371892,1
30.71985994,1
30.75600095,1
30.79214196,1
30.82828297,1
30.86442398,1
30.90056499,1
30.93670601,1
30.97284702,1
31.00898803,1
31.04512904,1
31.08127005,1
31.11741106,1
31.15355208,1
31.18969309,1
31.2258341,1
31.26197511,1
31.29811612,1
31.33425713,1
31.37039815,1
31.40653916,1
31.44268017,1
31.47882118,1
31.51496219,1
31.5511032,1
31.58724422,1
31.62338523,1
31.65952624,1
31.69566725,1
31.73180826,1
31.76794927,1
31.80409029,1
31.8402313,1
31.87637231,1
31.91251332,1
31.94865433,1
31.98479534,1
32.02093636,1
32.05707737,1
32.09321838,1
32.12935939,1
32.1655004,1
32.20164141,1
32.23778243,1
32.27392344,1
32.31006445,1
32.34620546,1
32.38234647,1
32.41848748,1
32.4546285,1
32.49076951,1
32.52691052,1
32.56305153,1
32.59919254,1
32.63533356,1
32.67147457,1
32.70761558,1
32.74375659,1
32.7798976,1
32.81603861,1
32.85217963,1
32.88832064,1
32.92446165,1
32.96060266,1
32.99674367,1
33.03288468,1
33.0690257,1
33.10516671,1
33.14130772,1
33.17744873,1
33.21358974,1
33.24973075,1
33.28587177,1
33.32201278,1
33.35815379,1
33.3942948,1
33.43043581,1
33.46657682,1
33.50271784,1
33.53885885,1
33.57499986,1
33.61114087,1
33.64728188,1
33.68342289,1
33.71956391,1
33.75570492,1
33.79184593,1
33.82798694,1
33.86412795,1
33.90026896,1
33.93640998,1
33.97255099,1
34.008692,1
34.04483301,1
34.08097402,1
34.11711503,1
34.15325605,1
34.18939706,1
34.22553807,1
34.26167908,1
34.29782009,1
34.3339611,1
34.37010212,1
34.40624313,1
34.44238414,1
34.47852515,1
34.51466616,1
34.55080717,1
34.58694819,1
34.6230892,1
34.65923021,1
34.69537122,1
34.73151223,1
34.76765324,1
34.80379426,1
34.83993527,1
34.87607628,1
34.91221729,1
34.9483583,1
34.98449931,1
35.02064033,1
35.05678134,1
35.09292235,1
35.12906336,1
35.16520437,1
35.20134538,1
35.2374864,1
35.27362741,1
35.30976842,1
35.34590943,1
35.38205044,1
35.41819146,1
35.45433247,1
35.49047348,1
35.52661449,1
35.5627555,1
35.59889651,1
35.63503753,1
35.67117854,1
35.70731955,1
35.74346056,1
35.77960157,1
35.81574258,1
35.8518836,1
35.88802461,1
35.92416562,1
35.96030663,1
35.99644764,1
36.03258865,1
36.06872967,1
36.10487068,1
36.14101169,1
36.1771527,1
36.21329371,1
36.24943472,1
36.28557574,1
36.32171675,1
36.35785776,1
36.39399877,1
36.43013978,1
36.46628079,1
36.50242181,1
36.53856282,1
36.57470383,1
36.61084484,1
36.64698585,1
36.68312686,1
36.71926788,1
36.75540889,1
36.7915499,1
36.82769091,1
36.86383192,1
36.89997293,1
36.93611395,1
36.97225496,1
37.00839597,1
37.04453698,1
37.08067799,1
37.116819,1
37.15296002,1
37.18910103,1
37.22524204,1
37.26138305,1
37.29752406,1
37.33366507,1
37.36980609,1
37.4059471,1
37.44208811,1
37.47822912,1
37.51437013,1
37.55051114,1
37.58665216,1
37.62279317,1
37.65893418,1
37.69507519,1
37.7312162,1
37.76735721,1
37.80349823,1
37.83963924,1
37.87578025,1
37.91192126,1
37.94806227,1
37.98420328,1
38.0203443,1
38.05648531,1
38.09262632,1
38.12876733,1
38.16490834,1
38.20104936,1
38.23719037,1
38.27333138,1
38.30947239,1
38.3456134,1
38.38175441,1
38.41789543,1
38.45403644,1
38.49017745,1
38.52631846,1
38.56245947,1
38.59860048,1
38.6347415,1
38.67088251,1
38.70702352,1
38.74316453,1
38.77930554,1
38.81544655,1
38.85158757,1
38.88772858,1
38.92386959,1
38.9600106,1
38.99615161,1
39.03229262,1
39.06843364,1
39.10457465,1
39.14071566,1
39.17685667,1
39.21299768,1
39.24913869,1
39.28527971,1
39.32142072,1
39.35756173,1
39.39370274,1
39.42984375,1
39.46598476,1
39.50212578,1
39.53826679,1
39.5744078,1
39.61054881,1
39.64668982,1
39.68283083,1
39.71897185,1
39.75511286,1
39.79125387,1
39.82739488,1
39.86353589,1
39.8996769,1
39.93581792,1
39.97195893,1
40.00809994,1
40.04424095,1
40.08038196,1
40.11652297,1
40.15266399,1
40.188805,1
40.22494601,1
40.26108702,1
40.29722803,1
40.33336904,1
40.36951006,1
40.40565107,1
40.44179208,1
40.47793309,1
40.5140741,1
40.55021511,1
40.58635613,1
40.62249714,1
40.65863815,1
40.69477916,1
40.73092017,1
40.76706119,1
40.8032022,1
40.83934321,1
40.87548422,1
40.91162523,1
40.94776624,1
40.98390726,1
41.02004827,1
41.05618928,1
41.09233029,1
41.1284713,1
41.16461231,1
41.20075333,1
41.23689434,1
41.27303535,1
41.30917636,1
41.34531737,1
41.38145838,1
41.4175994,1
41.45374041,1
41.48988142,1
41.52602243,1
41.56216344,1
41.59830445,1
41.63444547,1
41.67058648,1
41.70672749,1
41.7428685,1
41.77900951,1
41.81515052,1
41.85129154,1
41.88743255,1
41.92357356,1
41.95971457,1
41.99585558,1
42.03199659,1
42.06813761,1
42.10427862,1
42.14041963,1
42.17656064,1
42.21270165,1
42.24884266,1
42.28498368,1
42.32112469,1
42.3572657,1
42.39340671,1
42.42954772,1
42.46568873,1
42.50182975,1
42.53797076,1
42.57411177,1
42.61025278,1
42.64639379,1
42.6825348,1
42.71867582,1
42.75481683,1
42.79095784,1
42.82709885,1
42.86323986,1
42.89938087,1
42.93552189,1
42.9716629,1
43.00780391,1
43.04394492,1
43.08008593,1
43.11622694,1
43.15236796,1
43.18850897,1
43.22464998,1
43.26079099,1
43.296932,1
43.33307301,1
43.36921403,1
43.40535504,1
43.44149605,1
43.47763706,1
43.51377807,1
43.54991909,1
43.5860601,1
43.62220111,1
43.65834212,1
43.69448313,1
43.73062414,1
43.76676516,1
43.80290617,1
43.83904718,1
43.87518819,1
43.9113292,1
43.94747021,1
43.98361123,1
44.01975224,1
44.05589325,1
44.09203426,1
44.12817527,1
44.16431628,1
44.2004573,1
44.23659831,1
44.27273932,1
44.30888033,1
44.34502134,1
44.38116235,1
44.41730337,1
44.45344438,1
44.48958539,1
44.5257264,1
44.56186741,1
44.59800842,1
44.63414944,1
44.67029045,1
44.70643146,1
44.74257247,1
44.77871348,1
44.81485449,1
44.85099551,1
44.88713652,1
44.92327753,1
44.95941854,1
44.99555955,1
45.03170056,1
45.06784158,1
45.10398259,1
45.1401236,1
45.17626461,1
45.21240562,1
45.24854663,1
45.28468765,1
45.32082866,1
45.35696967,1
45.39311068,1
45.42925169,1
45.4653927,1
45.50153372,1
45.53767473,1
45.57381574,1
45.60995675,1
45.64609776,1
45.68223877,1
45.71837979,1
45.7545208,1
45.79066181,1
45.82680282,1
45.86294383,1
45.89908484,1
45.93522586,1
45.97136687,1
46.00750788,1
46.04364889,1
46.0797899,1
46.11593091,1
46.15207193,1
46.18821294,1
46.22435395,1
46.26049496,1
46.29663597,1
46.33277699,1
46.368918,1
46.40505901,1
46.44120002,1
46.47734103,1
46.51348204,1
46.54962306,1
46.58576407,1
46.62190508,1
46.65804609,1
46.6941871,1
46.73032811,1
46.76646913,1
46.80261014,1
46.83875115,1
46.87489216,1
46.91103317,1
46.94717418,1
46.9833152,1
47.01945621,1
47.05559722,1
47.09173823,1
47.12787924,1
47.16402025,1
47.20016127,1
47.23630228,1
47.27244329,1
47.3085843,1
47.34472531,1
47.38086632,1
47.41700734,1
47.45314835,1
47.48928936,1
47.52543037,1
47.56157138,1
47.59771239,1
47.63385341,1
47.66999442,1
47.70613543,1
47.74227644,1
47.77841745,1
47.81455846,1
47.85069948,1
47.88684049,1
47.9229815,1
47.95912251,1
47.99526352,1
48.03140453,1
48.06754555,1
48.10368656,1
48.13982757,1
48.17596858,1
48.21210959,1
48.2482506,1
48.28439162,1
48.32053263,1
48.35667364,1
48.39281465,1
48.42895566,1
48.46509667,1
48.50123769,1
48.5373787,1
48.57351971,1
48.60966072,1
48.64580173,1
48.68194274,1
48.71808376,1
48.75422477,1
48.79036578,1
48.82650679,1
48.8626478,1
48.89878881,1
48.93492983,1
48.97107084,1
49.00721185,1
49.04335286,1
49.07949387,1
49.11563489,1
49.1517759,1
49.18791691,1
49.22405792,1
49.26019893,1
